ticker,year,roic,gross_margin,asof
PEP,2006,0.2231,0.5646,2006-12-30
PEP,2007,0.298,0.5514,2007-12-29
PEP,2008,0.2857,0.543,2008-12-31
PEP,2009,0.2534,0.5295,2009-12-31
PEP,2010,0.2753,0.5351,2010-12-31
PEP,2011,0.1969,0.5405,2011-12-31
PEP,2012,0.1504,0.5249,2012-12-29
PEP,2013,0.1384,0.5222,2013-12-31
PEP,2014,0.1407,0.5296,2014-12-31
PEP,2015,0.1422,0.5369,2015-12-31
PEP,2016,0.1338,0.5499,2016-12-31
PEP,2017,0.1555,0.5508,2017-12-30
PEP,2018,0.11,0.5469,2018-12-29
PEP,2019,0.2764,0.5456,2019-12-31
PEP,2020,0.1711,0.5513,2020-12-31
PEP,2021,0.1521,0.5482,2021-12-31
PEP,2022,0.158,0.5335,2022-12-31
PEP,2023,0.1708,0.5303,2023-12-30
PEP,2024,0.1624,0.5421,2024-12-31
PM,2008,0.3109,0.6175,2008-12-31
PM,2009,0.3456,0.6371,2009-12-31
PM,2010,0.3403,0.6396,2010-12-31
PM,2011,0.3822,0.643,2011-12-31
PM,2012,0.4697,0.6566,2012-12-29
PM,2013,0.4697,0.6694,2013-12-31
PM,2014,0.4697,0.6665,2014-12-31
PM,2015,0.4697,0.6494,2015-12-31
PM,2016,0.4697,0.6505,2016-12-31
PM,2017,0.4697,0.6481,2017-12-30
PM,2018,0.4697,0.6371,2018-12-29
PM,2019,0.4697,0.6369,2019-12-31
PM,2020,0.4697,0.6473,2020-12-31
PM,2021,0.4697,0.6665,2021-12-31
PM,2022,0.4697,0.6806,2022-12-31
PM,2023,0.4697,0.641,2023-12-30
PM,2024,0.4697,0.6335,2024-12-31
QCOM,2006,0.2014,0.7101,2006-12-30
QCOM,2007,0.2259,0.6978,2007-12-29
QCOM,2008,0.1852,0.6936,2008-12-31
QCOM,2009,0.0635,0.6946,2009-12-31
QCOM,2010,0.1323,0.68,2010-12-31
QCOM,2011,0.1584,0.6739,2011-12-31
QCOM,2012,0.1881,0.6289,2012-12-29
QCOM,2013,0.1806,0.6051,2013-12-31
QCOM,2014,0.1984,0.5966,2014-12-31
QCOM,2015,0.1065,0.5895,2015-12-31
QCOM,2016,0.1267,0.5861,2016-12-31
QCOM,2017,0.0491,0.5607,2017-12-30
QCOM,2018,-0.1361,0.5494,2018-12-29
QCOM,2019,0.2419,0.6457,2019-12-31
QCOM,2020,0.2628,0.6067,2020-12-31
QCOM,2021,0.3984,0.5751,2021-12-31
QCOM,2022,0.4488,0.5784,2022-12-31
QCOM,2023,0.2159,0.557,2023-12-30
QCOM,2024,0.261,0.5621,2024-12-31
RTN,2006,0.0675,0.1674,2006-12-30
RTN,2007,0.0934,0.1836,2007-12-29
RTN,2008,0.1784,0.2002,2008-12-31
RTN,2009,0.1309,0.2011,2009-12-31
RTN,2010,0.1706,0.2063,2010-12-31
RTN,2011,0.1507,0.1938,2011-12-31
RTN,2012,0.1511,0.2076,2012-12-29
RTN,2013,0.1581,0.218,2013-12-31
RTN,2014,0.1498,0.2183,2014-12-31
RTN,2015,0.1563,0.2423,2015-12-31
RTN,2016,0.1476,0.244,2016-12-31
RTN,2017,0.1533,0.2544,2017-12-30
RTN,2018,0.1395,0.2474,2018-12-29
RTN,2019,0.1934,0.2766,2019-12-31
RTN,2020,0.2021,0.2661,2020-04-03
SBUX,2006,0.2128,0.2132,2006-12-30
SBUX,2007,0.2077,0.2334,2007-12-29
SBUX,2008,0.0864,0.1919,2008-12-31
SBUX,2009,0.1069,0.5575,2009-12-31
SBUX,2010,0.2389,0.5836,2010-12-31
SBUX,2011,0.2596,0.577,2011-12-31
SBUX,2012,0.2654,0.5629,2012-12-29
SBUX,2013,-0.0094,0.2836,2013-12-31
SBUX,2014,0.3079,0.301,2014-12-31
SBUX,2015,0.3586,0.3112,2015-12-31
SBUX,2016,0.3102,0.3162,2016-12-31
SBUX,2017,0.2992,0.3062,2017-12-30
SBUX,2018,0.4426,0.2974,2018-12-29
SBUX,2019,0.4426,0.2825,2019-12-31
SBUX,2020,0.4426,0.2151,2020-12-31
SBUX,2021,0.4426,0.2887,2021-12-31
SBUX,2022,0.4426,0.2596,2022-12-31
SBUX,2023,0.4426,0.2737,2023-12-30
SBUX,2024,0.4426,0.2684,2024-12-31
TXN,2006,0.1785,0.4751,2006-12-30
TXN,2007,0.3672,0.5092,2007-12-29
TXN,2008,0.2491,0.53,2008-12-31
TXN,2009,0.1929,0.4996,2009-12-31
TXN,2010,0.1525,0.4794,2010-12-31
TXN,2011,0.3193,0.5364,2011-12-31
TXN,2012,0.1387,0.493,2012-12-29
TXN,2013,0.1066,0.4965,2013-12-31
TXN,2014,0.1349,0.5214,2014-12-31
TXN,2015,0.183,0.5693,2015-12-31
TXN,2016,0.206,0.5815,2016-12-31
TXN,2017,0.256,0.6163,2017-12-30
TXN,2018,0.2594,0.6426,2018-12-29
TXN,2019,0.3962,0.6511,2019-12-31
TXN,2020,0.3559,0.6371,2020-12-31
TXN,2021,0.3682,0.641,2021-12-31
TXN,2022,0.419,0.6747,2022-12-31
TXN,2023,0.3944,0.6876,2023-12-30
TXN,2024,0.2621,0.629,2024-12-31
UNH,2006,0.1746,0.2706,2006-12-30
UNH,2007,0.1676,0.2372,2007-12-29
UNH,2008,0.1569,0.2549,2008-12-31
UNH,2009,0.1048,0.231,2009-12-31
UNH,2010,0.1224,0.0843,2010-12-31
UNH,2011,0.1332,0.2415,2011-12-31
UNH,2012,0.1339,0.242,2012-12-29
UNH,2013,0.1314,0.2519,2013-12-31
UNH,2014,0.1253,0.2479,2014-12-31
UNH,2015,0.1218,0.2562,2015-12-31
UNH,2016,0.1086,0.2357,2016-12-31
UNH,2017,0.1116,0.2347,2017-12-30
UNH,2018,0.1523,0.2337,2018-12-29
UNH,2019,0.1559,0.238,2019-12-31
UNH,2020,0.1628,0.2379,2020-12-31
UNH,2021,0.1609,0.2606,2021-12-31
UNH,2022,0.1641,0.2422,2022-12-31
UNH,2023,0.1719,0.2456,2023-12-30
UNH,2024,0.1741,0.2448,2024-12-31
UNP,2006,0.0661,0.5712,2006-12-30
UNP,2007,0.0884,0.5861,2007-12-29
UNP,2008,0.0949,0.5901,2008-12-31
UNP,2009,0.1113,0.5987,2009-12-31
UNP,2010,0.089,0.6778,2010-12-31
UNP,2011,0.1173,0.6779,2011-12-31
UNP,2012,0.134,0.6547,2012-12-29
UNP,2013,0.1517,0.36,2013-12-31
UNP,2014,0.158,0.3777,2014-12-31
UNP,2015,0.1741,0.4034,2015-12-31
UNP,2016,0.1526,0.4115,2016-12-31
UNP,2017,0.1335,0.4147,2017-12-30
UNP,2018,0.2902,0.4242,2018-12-29
UNP,2019,0.1563,0.4178,2019-12-31
UNP,2020,0.1517,0.4429,2020-12-31
UNP,2021,0.1374,0.4699,2021-12-31
UNP,2022,0.1629,0.4822,2022-12-31
UNP,2023,0.172,0.4505,2023-12-30
UNP,2024,0.1536,0.4365,2024-12-31
UPS,2006,0.1856,0.7117,2006-12-30
UPS,2007,0.2077,0.6899,2007-12-29
UPS,2008,0.028,0.7981,2008-12-31
UPS,2009,0.164,0.7693,2009-12-31
UPS,2010,0.1442,0.8053,2010-12-31
UPS,2011,0.2063,0.7832,2011-12-31
UPS,2012,0.2181,0.7457,2012-12-29
UPS,2013,0.0635,0.1033,2013-12-31
UPS,2014,0.265,0.204,2014-12-31
UPS,2015,0.2156,0.1632,2015-12-31
UPS,2016,0.341,0.2108,2016-12-31
UPS,2017,0.2215,0.1657,2017-12-30
UPS,2018,0.25,0.1908,2018-12-29
UPS,2019,0.2066,0.1738,2019-12-31
UPS,2020,0.1732,0.1851,2020-12-31
UPS,2021,0.0619,0.1806,2021-12-31
UPS,2022,0.3939,0.2115,2022-12-31
UPS,2023,0.2912,0.2129,2023-12-30
UPS,2024,0.1677,0.1894,2024-12-31
UTX,2006,0.1532,0.276,2006-12-30
UTX,2007,0.1654,0.2737,2007-12-29
UTX,2008,0.1686,0.271,2008-12-31
UTX,2009,0.1793,0.2747,2009-12-31
UTX,2010,0.1518,0.2657,2010-12-31
UTX,2011,0.1574,0.2745,2011-12-31
UTX,2012,0.167,0.2756,2012-12-29
UTX,2013,0.1405,0.2695,2013-12-31
UTX,2014,0.126,0.2763,2014-12-31
UTX,2015,0.1334,0.2712,2015-12-31
UTX,2016,0.1653,0.2793,2016-12-31
UTX,2017,0.1178,0.2757,2017-12-30
UTX,2018,0.0945,0.2655,2018-12-29
UTX,2019,0.0847,0.2484,2019-12-31
UTX,2020,0.0779,0.2593,2020-12-31
UTX,2021,-0.0261,0.1508,2021-12-31
UTX,2022,0.047,0.194,2022-12-31
UTX,2023,0.0592,0.2038,2023-12-30
UTX,2024,0.0432,0.1754,2024-12-31
V,2008,0.0795,0.7544,2008-12-31
V,2009,0.109,0.7777,2009-12-31
V,2010,0.1247,0.7958,2010-12-31
V,2011,0.1427,0.8024,2011-12-31
V,2012,0.079,0.7946,2012-12-29
V,2013,0.1821,0.7962,2013-12-31
V,2014,0.1997,0.8125,2014-12-31
V,2015,0.2205,0.8161,2015-12-31
V,2016,0.1322,0.8167,2016-12-31
V,2017,0.1339,0.8231,2017-12-30
V,2018,0.2087,0.8129,2018-12-29
V,2019,0.2283,0.8187,2019-12-31
V,2020,0.1916,0.7935,2020-12-31
V,2021,0.2126,0.7938,2021-12-31
V,2022,0.2663,0.8044,2022-12-31
V,2023,0.3158,0.7989,2023-12-30
V,2024,0.3433,0.804,2024-12-31
PG,2006,0.122,0.5145,2006-12-30
PG,2007,0.1016,0.5203,2007-12-29
PG,2008,0.1158,0.5127,2008-12-31
PG,2009,0.14,0.5078,2009-12-31
PG,2010,0.1402,0.5196,2010-12-31
PG,2011,0.1298,0.5062,2011-12-31
PG,2012,0.1162,0.4934,2012-12-29
PG,2013,0.1209,0.4959,2013-12-31
PG,2014,0.1175,0.4888,2014-12-31
PG,2015,0.0731,0.4903,2015-12-31
PG,2016,0.1182,0.496,2016-12-31
PG,2017,0.1773,0.4999,2017-12-30
PG,2018,0.1149,0.4873,2018-12-29
PG,2019,0.0481,0.4863,2019-12-31
PG,2020,0.1655,0.5032,2020-12-31
PG,2021,0.1808,0.5125,2021-12-31
PG,2022,0.189,0.4743,2022-12-31
PG,2023,0.1848,0.4786,2023-12-30
PG,2024,0.1821,0.5139,2024-12-31
PFE,2006,0.095,0.8338,2006-12-30
PFE,2007,0.2378,0.8421,2007-12-29
PFE,2008,0.1035,0.7679,2008-12-31
PFE,2009,0.1061,0.832,2009-12-31
PFE,2010,0.0846,0.8223,2010-12-31
PFE,2011,0.0702,0.7599,2011-12-31
PFE,2012,0.0858,0.7763,2012-12-29
PFE,2013,0.129,0.8079,2013-12-31
PFE,2014,0.1965,0.8142,2014-12-31
PFE,2015,0.0891,0.8069,2015-12-31
PFE,2016,0.0711,0.8025,2016-12-31
PFE,2017,0.0767,0.7666,2017-12-30
PFE,2018,0.2036,0.7861,2018-12-29
PFE,2019,0.1105,0.7903,2019-12-31
PFE,2020,0.1602,0.8025,2020-12-31
PFE,2021,0.1012,0.7926,2021-12-31
PFE,2022,0.2145,0.6208,2022-12-31
PFE,2023,0.2637,0.6577,2023-12-30
PFE,2024,0.0178,0.5734,2024-12-31
AMGN,2006,0.1529,0.8325,2006-12-30
AMGN,2007,0.1087,0.8532,2007-12-29
AMGN,2008,0.111,0.8275,2008-12-31
AMGN,2009,0.1408,0.847,2009-12-31
AMGN,2010,0.1551,0.8572,2010-12-31
AMGN,2011,0.1321,0.8525,2011-12-31
AMGN,2012,0.0984,0.8442,2012-12-29
AMGN,2013,0.1124,0.831,2013-12-31
AMGN,2014,0.1135,0.8208,2014-12-31
AMGN,2015,0.1033,0.7796,2015-12-31
AMGN,2016,0.1269,0.8049,2016-12-31
AMGN,2017,0.133,0.819,2017-12-30
AMGN,2018,0.0353,0.8219,2018-12-29
AMGN,2019,0.1687,0.8273,2019-12-31
AMGN,2020,0.1931,0.8135,2020-12-31
AMGN,2021,0.1992,0.7577,2021-12-31
AMGN,2022,0.1686,0.7516,2022-12-31
AMGN,2023,0.189,0.7566,2023-12-30
AMGN,2024,0.1617,0.7002,2024-12-31
TMO,2006,0.0709,0.4538,2006-12-30
TMO,2007,0.0169,0.4136,2007-12-29
TMO,2008,0.0458,0.3903,2008-12-31
TMO,2009,0.0591,0.4007,2009-12-31
TMO,2010,0.0546,0.3981,2010-12-31
TMO,2011,0.0626,0.4114,2011-12-31
TMO,2012,0.074,0.4104,2012-12-29
TMO,2013,0.0624,0.4233,2013-12-31
TMO,2014,0.0601,0.4224,2014-12-31
TMO,2015,0.0732,0.4436,2015-12-31
TMO,2016,0.064,0.4572,2016-12-31
TMO,2017,0.0631,0.458,2017-12-30
TMO,2018,0.0637,0.4515,2018-12-29
TMO,2019,0.0735,0.4457,2019-12-31
TMO,2020,0.0874,0.4435,2020-12-31
TMO,2021,0.1313,0.4967,2021-12-31
TMO,2022,0.1237,0.5008,2022-12-31
TMO,2023,0.0955,0.4224,2023-12-30
TMO,2024,0.0808,0.399,2024-12-31
DHR,2006,0.1485,0.4315,2006-12-30
DHR,2007,0.1476,0.4422,2007-12-29
DHR,2008,0.1252,0.4572,2008-12-31
DHR,2009,0.1116,0.4678,2009-12-31
DHR,2010,0.0924,0.4721,2010-12-31
DHR,2011,0.121,0.5019,2011-12-31
DHR,2012,0.1177,0.5082,2012-12-29
DHR,2013,0.1078,0.5156,2013-12-31
DHR,2014,0.1115,0.5208,2014-12-31
DHR,2015,0.1015,0.5244,2015-12-31
DHR,2016,0.1098,0.5234,2016-12-31
DHR,2017,0.0753,0.5529,2017-12-30
DHR,2018,0.0727,0.5561,2018-12-29
DHR,2019,0.074,0.5583,2019-12-31
DHR,2020,0.067,0.5574,2020-12-31
DHR,2021,0.0669,0.5598,2021-12-31
DHR,2022,0.1043,0.6095,2022-12-31
DHR,2023,0.108,0.6021,2023-12-30
DHR,2024,0.0665,0.5874,2024-12-31
ABT,2006,0.16,0.5236,2006-12-30
ABT,2007,0.0723,0.5633,2007-12-29
ABT,2008,0.1278,0.5592,2008-12-31
ABT,2009,0.1747,0.5729,2009-12-31
ABT,2010,0.1774,0.5706,2010-12-31
ABT,2011,0.1238,0.583,2011-12-31
ABT,2012,0.1265,0.6,2012-12-29
ABT,2013,0.1482,0.6208,2013-12-31
ABT,2014,0.0674,0.5405,2014-12-31
ABT,2015,0.0764,0.5447,2015-12-31
ABT,2016,0.1501,0.5713,2016-12-31
ABT,2017,0.0453,0.5673,2017-12-30
ABT,2018,0.0186,0.5496,2018-12-29
ABT,2019,0.0542,0.5845,2019-12-31
ABT,2020,0.0841,0.5853,2020-12-31
ABT,2021,0.0966,0.5665,2021-12-31
ABT,2022,0.1397,0.5697,2022-12-31
ABT,2023,0.1327,0.5615,2023-12-30
ABT,2024,0.1093,0.5518,2024-12-31
MDT,2006,0.1686,0.7507,2006-12-30
MDT,2007,0.1631,0.7424,2007-12-29
MDT,2008,0.1255,0.745,2008-12-31
MDT,2009,0.1135,0.759,2009-12-31
MDT,2010,0.1486,0.759,2010-12-31
MDT,2011,0.1332,0.7545,2011-12-31
MDT,2012,0.1404,0.7597,2012-12-29
MDT,2013,0.1268,0.7513,2013-12-31
MDT,2014,0.1044,0.7452,2014-12-31
MDT,2015,0.0479,0.6886,2015-12-31
MDT,2016,0.05,0.6829,2016-12-31
MDT,2017,0.0559,0.6873,2017-12-30
MDT,2018,0.0467,0.6977,2018-12-29
MDT,2019,0.078,0.7004,2019-12-31
MDT,2020,0.074,0.6741,2020-12-31
MDT,2021,0.0583,0.6519,2021-12-31
MDT,2022,0.0718,0.6798,2022-12-31
MDT,2023,0.0552,0.6567,2023-12-30
MDT,2024,0.056,0.6534,2024-12-31
SYK,2006,0.2162,0.6482,2006-12-30
SYK,2007,0.2072,0.658,2007-12-29
SYK,2008,0.2119,0.6892,2008-12-31
SYK,2009,0.2192,0.6827,2009-12-31
SYK,2010,0.1839,0.6752,2010-12-31
SYK,2011,0.1611,0.6877,2011-12-31
SYK,2012,0.1524,0.6616,2012-12-29
SYK,2013,0.131,0.6788,2013-12-31
SYK,2014,0.0908,0.67,2014-12-31
SYK,2015,0.0422,0.6598,2015-12-31
SYK,2016,0.1147,0.6638,2016-12-31
SYK,2017,0.1136,0.6618,2017-12-30
SYK,2018,0.0606,0.6568,2018-12-29
SYK,2019,0.1833,0.6572,2019-12-31
SYK,2020,0.0916,0.6514,2020-12-31
SYK,2021,0.0627,0.6311,2021-12-31
SYK,2022,0.0733,0.6411,2022-12-31
SYK,2023,0.0827,0.6276,2023-12-30
SYK,2024,0.1033,0.637,2024-12-31
ADP,2006,0.2602,0.517,2006-12-30
ADP,2007,0.2019,0.5651,2007-12-29
ADP,2008,0.2392,0.5538,2008-12-31
ADP,2009,0.2266,0.4542,2009-12-31
ADP,2010,0.1472,0.4366,2010-12-31
ADP,2011,0.1573,0.3863,2011-12-31
ADP,2012,0.2198,0.4149,2012-12-29
ADP,2013,0.2221,0.4121,2013-12-31
ADP,2014,0.1721,0.4084,2014-12-31
ADP,2015,0.2468,0.4124,2015-12-31
ADP,2016,0.2633,0.4137,2016-12-31
ADP,2017,0.2784,0.4128,2017-12-30
ADP,2018,0.2858,0.4115,2018-12-29
ADP,2019,0.3603,0.4295,2019-12-31
ADP,2020,0.301,0.4212,2020-12-31
ADP,2021,0.3251,0.4242,2021-12-31
ADP,2022,0.3826,0.4265,2022-12-31
ADP,2023,0.52,0.4474,2023-12-30
ADP,2024,0.5225,0.4544,2024-12-31
ROP,2006,0.0738,0.4997,2006-12-30
ROP,2007,0.083,0.5064,2007-12-29
ROP,2008,0.0933,0.5035,2008-12-31
ROP,2009,0.1052,0.5152,2009-12-31
ROP,2010,0.082,0.5089,2010-12-31
ROP,2011,0.0966,0.5344,2011-12-31
ROP,2012,0.1021,0.5418,2012-12-29
ROP,2013,0.1063,0.5585,2013-12-31
ROP,2014,0.0971,0.5815,2014-12-31
ROP,2015,0.1028,0.5922,2015-12-31
ROP,2016,0.0971,0.6042,2016-12-31
ROP,2017,0.0716,0.6154,2017-12-30
ROP,2018,0.095,0.6218,2018-12-29
ROP,2019,0.0881,0.6317,2019-12-31
ROP,2020,0.1393,0.6386,2020-12-31
ROP,2021,0.0642,0.641,2021-12-31
ROP,2022,0.0673,0.678,2022-12-31
ROP,2023,0.222,0.6986,2023-12-30
ROP,2024,0.065,0.6972,2024-12-31
ITW,2006,0.1707,0.3527,2006-12-30
ITW,2007,0.179,0.3542,2007-12-29
ITW,2008,0.1693,0.3534,2008-12-31
ITW,2009,0.1321,0.3527,2009-12-31
ITW,2010,0.0927,0.341,2010-12-31
ITW,2011,0.1366,0.3547,2011-12-31
ITW,2012,0.1671,0.3524,2012-12-29
ITW,2013,0.2019,0.3609,2013-12-31
ITW,2014,0.1144,0.3948,2014-12-31
ITW,2015,0.2028,0.4012,2015-12-31
ITW,2016,0.1501,0.4116,2016-12-31
ITW,2017,0.1759,0.4194,2017-12-30
ITW,2018,0.1453,0.4195,2018-12-29
ITW,2019,0.2319,0.4174,2019-12-31
ITW,2020,0.2471,0.4197,2020-12-31
ITW,2021,0.201,0.4135,2021-12-31
ITW,2022,0.2477,0.4127,2022-12-31
ITW,2023,0.2819,0.4082,2023-12-30
ITW,2024,0.2786,0.4216,2024-12-31
EMR,2006,0.1558,0.356,2006-12-30
EMR,2007,0.1728,0.3593,2007-12-29
EMR,2008,0.1843,0.3684,2008-12-31
EMR,2009,0.1406,0.3681,2009-12-31
EMR,2010,0.1678,0.3957,2010-12-31
EMR,2011,0.1729,0.3946,2011-12-31
EMR,2012,0.1355,0.4001,2012-12-29
EMR,2013,0.1349,0.4034,2013-12-31
EMR,2014,0.1404,0.414,2014-12-31
EMR,2015,0.1817,0.4057,2015-12-31
EMR,2016,0.1213,0.4312,2016-12-31
EMR,2017,0.1186,0.4195,2017-12-30
EMR,2018,0.1725,0.4285,2018-12-29
EMR,2019,0.177,0.4254,2019-12-31
EMR,2020,0.1389,0.4176,2020-12-31
EMR,2021,0.146,0.4147,2021-12-31
EMR,2022,0.1779,0.4171,2022-12-31
EMR,2023,0.525,0.4897,2023-12-30
EMR,2024,0.069,0.5079,2024-12-31
GD,2006,0.1483,0.1034,2006-12-30
GD,2007,0.1658,0.1091,2007-12-29
GD,2008,0.1561,0.1143,2008-12-31
GD,2009,0.1749,0.1247,2009-12-31
GD,2010,0.1649,0.176,2010-12-31
GD,2011,0.1666,0.182,2011-12-31
GD,2012,0.1557,0.1792,2012-12-29
GD,2013,-0.0142,0.1619,2013-12-31
GD,2014,0.1434,0.1846,2014-12-31
GD,2015,0.1497,0.1904,2015-12-31
GD,2016,0.2025,0.1948,2016-12-31
GD,2017,0.2083,0.1993,2017-12-30
GD,2018,0.1972,0.1998,2018-12-29
GD,2019,0.1839,0.1855,2019-12-31
GD,2020,0.1511,0.1794,2020-12-31
GD,2021,0.1251,0.1668,2021-12-31
GD,2022,0.1187,0.1666,2022-12-31
GD,2023,0.1202,0.168,2023-12-30
GD,2024,0.1142,0.1578,2024-12-31
NOC,2006,0.0639,0.167,2006-12-30
NOC,2007,0.0721,0.182,2007-12-29
NOC,2008,0.0842,0.1941,2008-12-31
NOC,2009,-0.0671,0.1826,2009-12-31
NOC,2010,0.1145,0.1666,2010-12-31
NOC,2011,0.1286,0.1769,2011-12-31
NOC,2012,0.1388,0.213,2012-12-29
NOC,2013,0.1529,0.2213,2013-12-31
NOC,2014,0.1419,0.2181,2014-12-31
NOC,2015,0.1527,0.2336,2015-12-31
NOC,2016,0.1757,0.2398,2016-12-31
NOC,2017,0.2001,0.2357,2017-12-30
NOC,2018,0.1335,0.2307,2018-12-29
NOC,2019,0.1707,0.2257,2019-12-31
NOC,2020,0.115,0.2145,2020-12-31
NOC,2021,0.1451,0.2032,2021-12-31
NOC,2022,0.2745,0.2038,2022-12-31
NOC,2023,0.1857,0.2042,2023-12-30
NOC,2024,0.0853,0.1667,2024-12-31
